"Regulating Agency","County Served","PWS","PWS Name","Facility ID","Facility Name","Sample Date","Received Date","Analyte Abbreviation","Analyte Name","Result (ng/L)","MRL (ng/L)","Sample ID"
"REGION 1","Columbia","00689","CITY OF RAINIER","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","PFUnA","Perfluoroundecanoic acid","ND","11.4","2201062-01"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","11Cl-PF3OUdS","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","ND","10.6","2201061-01RE1"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","4:2FTS","1H,1H, 2H, 2H-Perfluorohexane sulfonic acid","ND","10.6","2201061-01RE1"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","6:2FTS","1H,1H, 2H, 2H-Perfluorooctane sulfonic acid","ND","10.6","2201061-01RE1"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","8:2FTS","1H,1H, 2H, 2H-Perfluorodecane sulfonic acid","ND","10.6","2201061-01RE1"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","9Cl-PF3ONS","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acd","ND","10.6","2201061-01RE1"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","ADONA","4,8-Dioxa-3H-perfluorononanoic acid","ND","10.6","2201061-01RE1"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","HFPO-DA","Hexafluoropropylene oxide dimer acid","ND","106","2201061-01RE1"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","PFBA","Perfluorobutanoic acid","ND","10.6","2201061-01"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","PFBS","Perfluorobutanesulfonic acid","ND","42.2","2201061-01RE1"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","PFDA","Perfluorodecanoic acid","ND","10.6","2201061-01RE1"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","PFDoA","Perfluorododecanoic acid","ND","10.6","2201061-01RE1"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","PFEESA","Perfluoro(2-ethoxyethane)sulfonic acid","ND","10.6","2201061-01RE1"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","PFHpA","Perfluoroheptanoic acid","ND","10.6","2201061-01RE1"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","PFHpS","Perfluoroheptanesulfonic acid","ND","10.6","2201061-01RE1"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","PFHxA","Perfluorohexanoic acid","ND","10.6","2201061-01RE1"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","PFHxS","Perfluorohexanesulfonic acid","ND","10.6","2201061-01RE1"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","PFMBA","Perfluoro-4-methoxybutanoic acid","ND","21.1","2201061-01"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","PFMPA","Perfluoro-3-methoxypropanoic acid","ND","42.2","2201061-01"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","PFNA","Perfluorononanoic acid","ND","10.6","2201061-01RE1"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","PFOA","Perfluorooctanoic acid","ND","10.6","2201061-01RE1"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","PFOS","Perfluorooctanesulfonic acid","ND","10.6","2201061-01RE1"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","PFPeA","Perfluoropentanoic acid","ND","106","2201061-01"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","PFPeS","Perfluoropentanesulfonic acid","ND","10.6","2201061-01RE1"
"REGION 1","Columbia","05246","PGE BEAVER GENERATING STATION","EP-A","EP FOR COLUMBIA RIVER","01/11/2022","02/18/2022","PFUnA","Perfluoroundecanoic acid","ND","10.6","2201061-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","11Cl-PF3OUdS","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","ND","10.4","2201068-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","4:2FTS","1H,1H, 2H, 2H-Perfluorohexane sulfonic acid","ND","10.4","2201068-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","6:2FTS","1H,1H, 2H, 2H-Perfluorooctane sulfonic acid","ND","10.4","2201068-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","8:2FTS","1H,1H, 2H, 2H-Perfluorodecane sulfonic acid","ND","10.4","2201068-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","9Cl-PF3ONS","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acd","ND","10.4","2201068-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","ADONA","4,8-Dioxa-3H-perfluorononanoic acid","ND","10.4","2201068-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","HFPO-DA","Hexafluoropropylene oxide dimer acid","ND","104","2201068-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","PFBA","Perfluorobutanoic acid","ND","10.4","2201068-01"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","PFBS","Perfluorobutanesulfonic acid","ND","41.5","2201068-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","PFDA","Perfluorodecanoic acid","ND","10.4","2201068-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","PFDoA","Perfluorododecanoic acid","ND","10.4","2201068-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","PFEESA","Perfluoro(2-ethoxyethane)sulfonic acid","ND","10.4","2201068-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","PFHpA","Perfluoroheptanoic acid","ND","10.4","2201068-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","PFHpS","Perfluoroheptanesulfonic acid","ND","10.4","2201068-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","PFHxA","Perfluorohexanoic acid","ND","10.4","2201068-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","PFHxS","Perfluorohexanesulfonic acid","ND","10.4","2201068-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","PFMBA","Perfluoro-4-methoxybutanoic acid","ND","20.7","2201068-01"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","PFMPA","Perfluoro-3-methoxypropanoic acid","ND","41.5","2201068-01"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","PFNA","Perfluorononanoic acid","ND","10.4","2201068-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","PFOA","Perfluorooctanoic acid","ND","10.4","2201068-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","PFOS","Perfluorooctanesulfonic acid","ND","10.4","2201068-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","PFPeA","Perfluoropentanoic acid","ND","104","2201068-01"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","PFPeS","Perfluoropentanesulfonic acid","ND","10.4","2201068-01RE1"
"REGION 2","Douglas","00706","RIDDLE, CITY OF","EP-A","EP FOR COW CREEK","01/11/2022","02/18/2022","PFUnA","Perfluoroundecanoic acid","ND","10.4","2201068-01RE1"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","11Cl-PF3OUdS","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","ND","10.4","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","4:2FTS","1H,1H, 2H, 2H-Perfluorohexane sulfonic acid","ND","10.4","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","6:2FTS","1H,1H, 2H, 2H-Perfluorooctane sulfonic acid","ND","10.4","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","8:2FTS","1H,1H, 2H, 2H-Perfluorodecane sulfonic acid","ND","10.4","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","9Cl-PF3ONS","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acd","ND","10.4","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","ADONA","4,8-Dioxa-3H-perfluorononanoic acid","ND","10.4","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","HFPO-DA","Hexafluoropropylene oxide dimer acid","ND","104","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","PFBA","Perfluorobutanoic acid","ND","10.4","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","PFBS","Perfluorobutanesulfonic acid","ND","41.6","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","PFDA","Perfluorodecanoic acid","ND","10.4","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","PFDoA","Perfluorododecanoic acid","ND","10.4","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","PFEESA","Perfluoro(2-ethoxyethane)sulfonic acid","ND","10.4","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","PFHpA","Perfluoroheptanoic acid","ND","10.4","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","PFHpS","Perfluoroheptanesulfonic acid","ND","10.4","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","PFHxA","Perfluorohexanoic acid","ND","10.4","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","PFHxS","Perfluorohexanesulfonic acid","ND","10.4","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","PFMBA","Perfluoro-4-methoxybutanoic acid","ND","20.8","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","PFMPA","Perfluoro-3-methoxypropanoic acid","ND","41.6","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","PFNA","Perfluorononanoic acid","ND","10.4","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","PFOA","Perfluorooctanoic acid","ND","10.4","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","PFOS","Perfluorooctanesulfonic acid","ND","10.4","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","PFPeA","Perfluoropentanoic acid","ND","104","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","PFPeS","Perfluoropentanesulfonic acid","ND","10.4","2201030-01"
"JOSEPHINE COUNTY","Josephine","94765","BECKLIN HOLDINGS INC","EP-A","EP for WELL","01/06/2022","02/18/2022","PFUnA","Perfluoroundecanoic acid","ND","10.4","2201030-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","11Cl-PF3OUdS","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","ND","10.1","2201031-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","4:2FTS","1H,1H, 2H, 2H-Perfluorohexane sulfonic acid","ND","10.1","2201031-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","6:2FTS","1H,1H, 2H, 2H-Perfluorooctane sulfonic acid","ND","10.1","2201031-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","8:2FTS","1H,1H, 2H, 2H-Perfluorodecane sulfonic acid","ND","10.1","2201031-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","9Cl-PF3ONS","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acd","ND","10.1","2201031-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","ADONA","4,8-Dioxa-3H-perfluorononanoic acid","ND","10.1","2201031-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","HFPO-DA","Hexafluoropropylene oxide dimer acid","ND","101","2201031-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","PFBA","Perfluorobutanoic acid","ND","10.1","2201031-01RE1"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","PFBS","Perfluorobutanesulfonic acid","ND","40.4","2201031-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","PFDA","Perfluorodecanoic acid","ND","10.1","2201031-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","PFDoA","Perfluorododecanoic acid","ND","10.1","2201031-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","PFEESA","Perfluoro(2-ethoxyethane)sulfonic acid","ND","10.1","2201031-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","PFHpA","Perfluoroheptanoic acid","ND","10.1","2201031-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","PFHpS","Perfluoroheptanesulfonic acid","ND","10.1","2201031-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","PFHxA","Perfluorohexanoic acid","ND","10.1","2201031-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","PFHxS","Perfluorohexanesulfonic acid","ND","10.1","2201031-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","PFMBA","Perfluoro-4-methoxybutanoic acid","ND","20.2","2201031-01RE1"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","PFMPA","Perfluoro-3-methoxypropanoic acid","ND","40.4","2201031-01RE1"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","PFNA","Perfluorononanoic acid","ND","10.1","2201031-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","PFOA","Perfluorooctanoic acid","ND","10.1","2201031-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","PFOS","Perfluorooctanesulfonic acid","ND","10.1","2201031-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","PFPeA","Perfluoropentanoic acid","ND","101","2201031-01RE1"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","PFPeS","Perfluoropentanesulfonic acid","ND","10.1","2201031-01"
"JACKSON COUNTY","Jackson","01105","MOUNTAIN VILLAGE","EP-A","EP FOR WELL #1","01/06/2022","02/18/2022","PFUnA","Perfluoroundecanoic acid","ND","10.1","2201031-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","11Cl-PF3OUdS","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","ND","10.1","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","4:2FTS","1H,1H, 2H, 2H-Perfluorohexane sulfonic acid","ND","10.1","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","6:2FTS","1H,1H, 2H, 2H-Perfluorooctane sulfonic acid","ND","10.1","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","8:2FTS","1H,1H, 2H, 2H-Perfluorodecane sulfonic acid","ND","10.1","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","9Cl-PF3ONS","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acd","ND","10.1","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","ADONA","4,8-Dioxa-3H-perfluorononanoic acid","ND","10.1","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","HFPO-DA","Hexafluoropropylene oxide dimer acid","ND","101","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","PFBA","Perfluorobutanoic acid","ND","10.1","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","PFBS","Perfluorobutanesulfonic acid","ND","40.5","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","PFDA","Perfluorodecanoic acid","ND","10.1","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","PFDoA","Perfluorododecanoic acid","ND","10.1","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","PFEESA","Perfluoro(2-ethoxyethane)sulfonic acid","ND","10.1","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","PFHpA","Perfluoroheptanoic acid","ND","10.1","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","PFHpS","Perfluoroheptanesulfonic acid","ND","10.1","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","PFHxA","Perfluorohexanoic acid","ND","10.1","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","PFHxS","Perfluorohexanesulfonic acid","ND","10.1","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","PFMBA","Perfluoro-4-methoxybutanoic acid","ND","20.2","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","PFMPA","Perfluoro-3-methoxypropanoic acid","ND","40.5","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","PFNA","Perfluorononanoic acid","ND","10.1","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","PFOA","Perfluorooctanoic acid","ND","10.1","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","PFOS","Perfluorooctanesulfonic acid","ND","10.1","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","PFPeA","Perfluoropentanoic acid","ND","101","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","PFPeS","Perfluoropentanesulfonic acid","ND","10.1","2201029-01"
"JACKSON COUNTY","Jackson","90670","PROSPECT VILLAGE","EP-A","EP for WELL","01/06/2022","02/18/2022","PFUnA","Perfluoroundecanoic acid","ND","10.1","2201029-01"
"JACKSON COUNTY","Jackson","01087","USFS PROSPECT RANGER STATION","EP-A","EP FOR WELLS","01/06/2022","02/18/2022","11Cl-PF3OUdS","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","ND","10.3","2201028-01"
"JACKSON COUNTY","Jackson","01087","USFS PROSPECT RANGER STATION","EP-A","EP FOR WELLS","01/06/2022","02/18/2022","4:2FTS","1H,1H, 2H, 2H-Perfluorohexane sulfonic acid","ND","10.3","2201028-01"
"JACKSON COUNTY","Jackson","01087","USFS PROSPECT RANGER STATION","EP-A","EP FOR WELLS","01/06/2022","02/18/2022","6:2FTS","1H,1H, 2H, 2H-Perfluorooctane sulfonic acid","ND","10.3","2201028-01"
"JACKSON COUNTY","Jackson","01087","USFS PROSPECT RANGER STATION","EP-A","EP FOR WELLS","01/06/2022","02/18/2022","8:2FTS","1H,1H, 2H, 2H-Perfluorodecane sulfonic acid","ND","10.3","2201028-01"
